dest_country,shipper,value_norm_usd
Nigeria,Motorcraft,1021.14
Saudi Arabia,Gokceler Domestic And Foreign Trade Cooling Systems Joint Stock Company,1018.98
Vietnam,Testing Lian Xin Viet Nam Company Ltd.,1018.5
Vietnam,Cong Ty Tnhh Compass Ii,1015.22842
Vietnam,Compass Ii Co. Ltd.,1015.22842
Vietnam,Cong Ty Cp Dich Vu Va Giai Phap Cong Nghiep Viet Nam,1009.70873
Vietnam,Dong Duong Industry And Service Joint Stock Company,1009.70873
Philippines,Sjr Machinery Limited,1008.0
Brazil,Sa Reducers,1006.0
Vietnam,Cong Ty Tnhh Tectiiko Technology,1004.72813
Vietnam,Tectiiko Technology Company Limited,1004.72813
United Arab Emirates,Chemigas Limited,1001.6569999999999
Indonesia,Guangzhou Taihuihuang Electronics Commerce Co. Ltd,1000.0
Vietnam,China-Base Ningbo Foreign Trade Co. Ltd.,1000.0
Vietnam,Ny International Logistics Co. Ltd.,1000.0
Vietnam,Anji Linuo Electronic Technology,1000.0
Vietnam,Nanjing Tupory Power Technology Co Ltd,1000.0
Vietnam,Shanghai Waysmos Fine Chemical Co Ltd,1000.0
Vietnam,Guangxi Pingshang International Trade Co Ltd,1000.0
United Arab Emirates,Atee Co,998.67
Vietnam,Zhong Jiang U D E Networking Electronics Corp,997.36
Vietnam,Maruman Viet Nam Machinery Services Trading Co Ltd,996.53446
Vietnam,Cong Ty Tnhh Gtech Vina,995.60175
Vietnam,Ruian Ashton Trading Co Ltd,994.4
Brazil,Hanon Systems Autopal S R O,993.32
Vietnam,Zhongshan Seasky Import Export Co Ltd,990.0
India,Shandong Ruihong Machinery Equipent,989.98
Brazil,Hexonic Sp Z O O,987.0
Philippines,Ckd Singapore Pte Ltd,985.3
Vietnam,Intco Recycling Resources Co Ltd,982.9
Vietnam,Cong Ty Tnhh Viet Nam Trung Nguyen,980.633
Vietnam,Cong Ty Tnhh Ies Vietnam,976.78915
Vietnam,Ies Vietnam Co. Ltd.,976.78915
Ghana,Age Enerji Uretim A S,966.364
Vietnam,Shenzhen Changjing Trading Co Ltd,966.0
Vietnam,Vietnam Trading And Technology Development Investment Company Ltd.,964.5810899999999
Indonesia,Wenzhou Jintu Trading Co Ltd,964.57
Brazil,Wenzhou Boye Co Ltd,963.5
Philippines,Heng Lee Enterprise Corporatio,960.5
Vietnam,Cong Ty Tnhh On Semiconductor Binh Duong,959.0899999999999
Vietnam,Cong Ty Tnhh Thiet Bi Cong Nghe Va Dich Vu Viet A So,952.38095
Vietnam,Guangzhou Haochuang Electroplating Equipment Co Ltd,950.0
Vietnam,Davis Standard,950.0
Vietnam,Hainan Huili Packaging Products Co Ltd,950.0
Indonesia,Foshan Oneward Company Limited,941.25
Vietnam,Suisson Wuxi Industries Co Ltd,940.0
Uganda,Pine Energy E A Ltd,937.0
Brazil,Kelvion Brazed Phe Gmbh,936.66
India,Bloom Energy,935.01
Brazil,Kinwonho Hk Machinery Development Limited,935.0
Malaysia,Teleflex,934.36
United States,Ipesa S A C,928.56
Ghana,Wenzhou Wangzheyun Trade Co Ltd,927.32
Vietnam,Kim Vuong Technology Service Trading Investment Company Ltd.,925.62974
Vietnam,Cty Tnhh Dau Tu Tm Dv Ky Thuat Kim Vuong,925.62974
Vietnam,Kim Thanh Ham Vn International Trading Company Limited,924.47591
Vietnam,Viet Trung Khai Son Import Export Trading Limited Company,924.14324
Vietnam,Cong Ty Tnhh Thuong Mai Yq Viet Nam,921.98581
United States,Zoetis Malayisa Sdn Bhd,920.99
Vietnam,Jiangxi Saifu Industry Co Ltd,920.0
Brazil,Siemens Energy Inc,916.69
Vietnam,Chi Nhanh Cong Ty Tnhh Cong Nghe Ky Thuat Phu Thai Tai Ha Noi,914.5167299999999
Vietnam,Hung Anh Air Compressor Co. Ltd.,913.70558
Vietnam,Cong Ty Tnhh May Nen Khi Hung Anh,913.70558
Vietnam,Cong Ty Tnhh Chenguang Electrical Appliances Viet Nam,912.62135
Vietnam,Pengxun Hk Ltd,911.9
Malaysia,Shenzhen Bull New Material Tech Co Ltd,911.59
Vietnam,Ct Tnhh Cong Nghiep Qd Vietnam,910.82915
Brazil,Vahterus,909.88
Vietnam,Jaguar Texas Valve Instruments,902.64
Brazil,Marine Procurement Ltd,902.0
Brazil,Perkins Engines Company Ltd.,900.48
Vietnam,Hk Jinxiang Trade Ltd.,900.0
Vietnam,Zhejiang Jasan Holding Group Co Ltd,899.66
Vietnam,Umw Industrial Power Services Sdn. Bhd.,898.9
Indonesia,Fujian Zhongbai Energy Co. Ltd,898.51
Indonesia,Yiwu Xieyao Import And Export Co. Ltd,890.32
Vietnam,Cong Ty Tnhh San Xuat Navis Viet Nam,889.74854
Vietnam,Navis Vietnam Production Co. Ltd.,889.74854
Uganda,Fuqing Profit Express Trade Co. Ltd.,889.0
Vietnam,Cong Ty Tnhh Tho Lap Hung Yen,887.57396
Brazil,Kelvion Products Inc,886.35
Malaysia,Robert Bosch Australiapty Ltd,881.3299999999999
Vietnam,Cong Ty Co Phan Bach Lien,880.7766
Vietnam,Bach Lien Joint Stock Company,880.7766
Indonesia,Hangzhou Dingyue Technology Co Ltd,880.0
Vietnam,Baode Energy Saving Technology Co Ltd,880.0
Vietnam,Shengyiheng Trade Co. Ltd.,880.0
United States,Siemens Gas And Power S De R L De Ejericio Nacional,875.0
Vietnam,Cong Ty Co Phan Ky Thuat Cong Nghiep Alpha,873.7864
Indonesia,Hangzhou Jiatiandji Import And Export Co Ltd,873.1800000000001
Vietnam,Cong Ty Tnhh Cong Nghiep Chinh Xac Golden Chest Viet Nam,872.35814
Vietnam,Cme Solar Investment Joint Stock Company,870.743
Vietnam,Cong Ty Co Phan Dau Tu Cme Solar,870.40615
Philippines,Galileo Tp Process Equipment Srl,867.1
Vietnam,Cong Ty Tnhh Testing Lian Xin Viet Nam,866.89031
Vietnam,Eogas Company Ltd,866.8242
Nigeria,Duru Kompresor Machine Industry And Trade Joint Stock Company,861.92
Indonesia,Qingdao Jun Tai Cheng Xin International Trade Co. Ltd.,859.95
Vietnam,Gia Kiet Import Export Trading Services Company Limited,854.36892
Vietnam,Imarket Vietnam Co. Ltd.,853.77176
Vietnam,Cong Ty Tnhh Imarket Viet Nam-Cn Ho Chi Minh,853.77176
Vietnam,Viet Trung Khai Son,851.06382
Canada,Saigon East Asia Shipping Co. Ltd.,850.26272
Vietnam,Solarspace Technology Laos Sole Co Ltd,850.0
Nigeria,Elit Shoes Machine Parts And Leather Industry Trade Ltd,848.2
Kenya,National Fire Fighting Manufacturing Fzco,847.67
Vietnam,Hefei Panda Import Export Co Ltda,845.0
Vietnam,Cong Ty Tnhh Det May & Vo Apex,840.0
South Sudan,Siemens Healthcare Pty Ltd,837.526
United States,Komsan Compressor Machine Industry And Trade Joint Stock Company,835.0
Vietnam,Yantai Xide Trade Co Ltd,832.0
Vietnam,H K Jinpeng Commerce And Trade Co Ltd,830.0
Vietnam,Cong Ty Tnhh Cong Nghe Trang Tri Leon,827.5297
Vietnam,Kmv Tech Co. Ltd.,825.75727
Vietnam,Cong Ty Tnhh Dich Vu Ky Thuat Mb Solutech,825.75727
Vietnam,Cong Ty Co Phan Xay Dung Thuong Mai Dich Vu Tu Anh Doi,825.46942
Vietnam,Tu Anh Service Trading Construction Joint Stock Company,825.46942
Brazil,Kelviplast Itech Gmbh,825.29
Vietnam,Hubei Jrpacking Technology Co Ltd,820.0
Malaysia,Nan,820.0
Indonesia,Van Oord Dredging And Marine Contractors B V,819.02
Vietnam,Sz Huiyixiang Imp And Exp Co Ltd,816.0
Vietnam,Cong Ty Tnhh Tm Xnk Viet Trung Khai Son,815.53398
Philippines,Iwatani Corporation Singapore Pte Ltd,815.1
Brazil,Cnh Industrial Italia Spa,814.77
Vietnam,Tetra Pak Jurong Pte. Ltd.,812.414
Vietnam,"Vien Phong Science Technology Trading Co., Ltd.",811.6753
Vietnam,Cong Ty Tnhh Thuong Mai Khoa Hoc Ky Thuat Vien Phong,811.6753
Philippines,Olymtech Technology Development Co Ltd,809.4
Brazil,Gd Midea Living Appliances Trading,807.93
Vietnam,Cong Ty Tnhh Ju Neng So,807.72261
United States,Vt Furniture Ltd,802.0
Vietnam,B.K.K. Cooling And Engineering Co. Ltd.,800.0
Vietnam,Xiang Nan Xin Zhe Jiang Trading Co Ltd,800.0
Vietnam,Hk Newflash Trade Co. Ltd.,800.0
Kenya,Quality Packaging Tz Limited,799.95
Vietnam,Guangzhou Jixue Equipment Trading Co Ltd,797.0
Vietnam,Cat Lap One Member Llc,793.03675
Vietnam,Cong Ty Tnhh Mot Thanh Vien Cat Lap,793.03675
Uganda,Healing Water International,792.0
Vietnam,Mensa Industries Company Limited,788.02206
Malaysia,Hangzhou Dingyue Technology Co Ltd,784.6
Vietnam,Phu Khai Investment Co,781.2
Vietnam,Jiangxi Lenuan Heating Appliances Co Ltd,781.2
Vietnam,Cong Ty Tnhh Mensa Industries,780.94494
Vietnam,Hangzhou Jinfan Supply Chain Co. Ltd,780.0
Malaysia,Tianjin Yuxiang International Trade,779.66
Brazil,Gebr Heller Maschinenfabrik Gmbh,776.26
Vietnam,Hk Xingxun Industry Ltd.,774.0
Vietnam,Mt&C Mechanical & Construction Co. Ltd.,768.32151
Vietnam,Chongqing Rato Technology Co Ltd,767.83
Vietnam,Cong Ty Tnhh Dien Xekaman3,766.65382
Philippines,Fwu Kuang Enterprises Co Ltd,763.5
Indonesia,Luo Yang Hong Teng Electrical Equipment,762.0
Vietnam,Hohan International Logistics Co. Ltd.,760.0
Vietnam,Khang Thinh Phat Global Company Ltd.,759.6961
Nigeria,Procestek Makina Ve Otomasyon San Tic Ltd Sti,759.349
Indonesia,Xiamen Wanguoxing Trade Co Ltd,759.26
Vietnam,Guangxi Pingxiang Zhongyue Import And Export Trade Co Ltd,755.0
Vietnam,Guangxi Xingshun International Logistics Co. Ltd,755.0
Vietnam,Shandong Hengyi Kaifeng Machinery Co. Ltd,752.0
Brazil,Nanjing Amis Medeical Technology Co Ltd,751.41
Vietnam,Guangdong Zhongjiu Ying Supply Chain Co Ltd,749.01
Vietnam,"Xuancheng Mingte Agro Machinery Co., Ltd.",748.0
Vietnam,Jiangxi Lenuan Heating Appliances Co. Ltd,744.0
Malaysia,Medtronic International Trading P L Nasa,743.76
Vietnam,Siemens Gamesa Renewable Energy Tec,741.61603
Vietnam,Cong Ty Tnhh Smc Corporation,741.539
Malaysia,Illinois Tool Works,741.31
Vietnam,Thaco Industries Electrical Mechanical Co. Ltd.,738.16
Indonesia,"Hangzhou Hengxiang Electronic Commerce Co., Ltd.",736.02
Vietnam,King Power Service Co Ltd,734.44757
Vietnam,Guangdong Jingyuan Equipment Technology Co Ltd,734.04
Vietnam,Hui Zhou Ltk Electronic Cable Ltd.,730.71
Brazil,Sidel Blowing And Services Sas,730.4
Vietnam,Dumico Vina International Co. Ltd.,729.78303
Vietnam,Kaizen Vietnam Engineering Service Company Limited,727.5851
Malaysia,Asiatic Engineering,724.85
Vietnam,Asiatec Link Trading Co Ltd,724.0
Vietnam,Champion Asia Investment Ltd.,723.41
Brazil,Yinlun Tdi Llc,723.0
Philippines,Shy Cloud Technololgy Co Ltd,722.0
Vietnam,Cong Ty Tnhh Cong Trinh L K Viet Nam Cao Oc,719.88882
Vietnam,Tha Lap Hung Yen Company Limited,716.50902
Vietnam,Cong Ty Tnhh Tho Lap Hung Yen So,716.50902
Vietnam,Ivory General Services,716.19352
Vietnam,Ho Kinh Doanh Dich Vu Tong Hop Thu Nga,716.19352
Vietnam,"Guangzhou Julibao Cbec Co., Ltd.",715.14
Vietnam,Universal Marine Medical Limited,715.1299
Vietnam,Fu Jing China Investment Ltd.,714.0
Vietnam,Cong Ty Tnhh Thiet Bi Cong Nghiep Hantek,710.6796
Vietnam,Hantek Industrial Equipment Co. Ltd.,710.6796
Philippines,Lancer Worldwide,709.4
Vietnam,Mi Mi Anh One Member Company Limited,709.21985
Saudi Arabia,Nan,709.0
Vietnam,"Huynh Cuong Engineering Co., Ltd.",706.20353
Vietnam,Loi Dinh Viet Nam Tnhh,706.11438
Vietnam,Cty Tnhh Ky Thuat Huynh Cuong,703.38298
Vietnam,Cong Ty Tnhh Thuong Mai Dich Vu Huang Thanh Anh,702.85044
Vietnam,Dalian Special Gases Co. Ltd,700.0
Vietnam,Hangzhou City Zhiyuan Industrial Company Ltd.,700.0
Vietnam,Scom Advance Material (Huizhou) Co Ltd,700.0
Vietnam,Maidiya New Material Co Ltd,699.57446
Vietnam,Cong Ty Tnhh Maidiya New Material Khu Pho Lua,699.57446
Philippines,"Shanghai Sumore Industrial Co., Ltd.",697.4
Vietnam,"Zhejiang Jingjie Import & Export Co., Ltd.",696.95
Vietnam,Umeco Viet Nam Co. Ltd.,696.85436
Vietnam,Cong Ty Tnhh Umeco Viet Nam,696.85436
Vietnam,Cong Ty Tnhh Ky Thuat Phuc Hung,694.7477
Vietnam,Phuc Hung Engineering Company Ltd,694.7477
Indonesia,"Changzhou Machinery And Equipment Imp. And Exp. Co., Ltd.",694.29
Indonesia,Nihon Denkei Co. Ltd,692.65
Vietnam,Fdi High-Tech Equipment Import-Export Company Ltd.,690.02434
Vietnam,Cong Ty Tnhh Dau Tu Xay Dung Va Thuong Mai Minh Phat,688.24252
Vietnam,Cong Ty Tnhh Xnk Thiet Bi Cong Nghe Cao Fdi,686.16662
Vietnam,Cong Ty Tnhh Xay Dung Cong Trinh Co Dien Yong Shun Viet Nam,685.57918
Vietnam,Cong Ty Tnhh Dich Vu Va Thuong Mai Dai An,683.32682
Vietnam,Dai An Trade And Service Co. Ltd.,683.32682
Malaysia,Mydax Inc,678.57
India,Man Ferrostaal Argentina Sa,677.17
Vietnam,Linton Technologies Group,672.0
Vietnam,Hongkong New Hongtaisheng Industry Ltd,670.0
Vietnam,Srp Sadid Otomotiv Anonim Sirketi A S,665.37
Indonesia,Shantou Wayne Technology Co. Ltd,662.44
Vietnam,Fenghua Deqian Imp And Exp Co. Ltd,658.0
Vietnam,Yuke Sports Co. Ltd,657.54
Vietnam,Elegant Dainty Corporation Wanhua Chemical Ningbo Trading Co Ltd,656.57
Malaysia,Guangzhou Teyu Electromechanical Co. Ltd,652.12
Vietnam,"Ningbo Iceage Imp. And Exp. Co., Ltd.",648.0
Vietnam,Shen Zhen Wisepower Technology Co,647.32
India,Swep Malaysia Sdn Bhd,645.13
Brazil,Automobiles Peugeot Sa,644.76
Vietnam,"Tianjin Morning Silicon Industry Co., Ltd.",642.5
Malaysia,Depump Technology Shijiazhuang Co Ltd,642.48
India,Ajax Tocco Magnethermic,641.4
Vietnam,Hongkong Xinqiangfeng Industry Ltd,640.0
Brazil,Engel Gmbh,639.0
Nigeria,Daewoo Engineering And Construction Nigeria Limite,638.856
Vietnam,Taizhou Forcomlam Trading Co Ltd,635.66
Vietnam,Kunshan Fenglan M E Engineering Co Ltd,635.0
Vietnam,Cong Ty Tnhh Quan Ly Tai San Altara Vn,634.1828499999999
Vietnam,Mega Star Industries Ltd.,630.0
Vietnam,Hk Huifa Trading Development Ltd.,627.25
Vietnam,Hk Wanyang Trading Ltd.,625.0
Vietnam,Wisdom Reach Group (Hk) Co. Ltd.,625.0
Vietnam,Cung Phat Company Ltd.,620.0
Vietnam,Genie Hk International Ltd,616.0
Vietnam,Caterpillar Singapore Branch,610.71772
Brazil,Danfoss Redan A S,610.28
India,Shanghai Sollant Energy Saving,610.11
Vietnam,Jinan Jf Co Ltd,610.0
United States,Empire Compressor Private Limited,607.15
Malaysia,Fu Success Industrial Co Ltd,601.05
Brazil,Motorpel Co Ltd,601.0
Vietnam,Ishiko Viet Nam Industrial Equipment Co Ltd,600.6931
Vietnam,Shenghong Precise Mold (Hk) Ltd.,600.0
Vietnam,Uzumcu Medical Devices And Medical Gas Systems Ind And Trade Joint Stock Company,600.0
Vietnam,"Guangxi Nanning Delanya Commerce & Trade Co., Ltd.",600.0
Philippines,Denair Energy Equipment Co. Ltd.,600.0
United States,Industrias John Deere Argentina Sa,597.83
Malaysia,Vestas Aircoil Cooling Technology,596.57
Vietnam,Cong Ty Tnhh Quan Ly Tai San Taisei Vn,595.08859
Vietnam,Cong Ty Tnhh Thuong Mai Dich Vu Co Dien Lanh Thanh Tam,594.17475
Vietnam,Thanh Tam Refrigeration Engineering Service Trading Co. Ltd.,594.17475
Vietnam,Worldgate International Investments Ltd,594.0
India,Xiamen East Asia Machiney Industrial Co Ltd,591.16
Vietnam,Jiangyin Luckysun Import And Export Trade Co Ltd,590.0
Indonesia,Ford Sales And Service Thailand Co Ltd,588.15
Vietnam,Gianesi Edilio S.R.L.,584.0646
Vietnam,Nord Fluid S.P.A.,580.4583
Vietnam,Nichiden Vietnam Company Limited,579.89988
Vietnam,Cong Ty Tnhh Tm Dv Sakura Viet Nam,579.76809
Malaysia,Faha Insutries,579.26
Vietnam,Suzhou Blade Metalcutting Tools Technology Company Ltd,577.0
Vietnam,Cong Ty Tnhh Kureha Viet Nam,576.78734
Vietnam,Kureha Vietnam Co Ltd,576.78734
Vietnam,Dong Tuong Electrical Engineering Limited Company,574.96332
Uganda,Zhejiang Shenghao Shoes Manufacturing Co. Ltd,574.88
India,Xiamen E Trans Logistics Co Ltd,574.79
Brazil,Ford Sales Service Thailandco L,573.0
Uganda,Healing Waters International,573.0
Vietnam,Top Ye Plastic Hk Ltd.,570.0
Ghana,Jbtrading B.V.,569.979
Vietnam,Nanjing Ningyangxin International Trade Co Ltd,568.0
Malaysia,Aerfin Pte Ltd,565.74
Philippines,Ruize Limited,565.4
Indonesia,Suizhou Meixin Industry And Trade Co. Ltd,564.0
Brazil,Hidraer Hydraulic Components Sl,558.64
Malaysia,Micro Electromec Malaysia Sdn Bhd,555.76
Vietnam,Huizhou City Entai Technology Company Ltd,554.59
Vietnam,Howyou Hongkong Investment Ltd.,551.0
Vietnam,Shengzhou Baisihong Import Export Co Ltd,550.0
Vietnam,Hongxin Sports Goods Pte Ltd,550.0
Vietnam,Fancy Creation Industrial (Hk) Ltd,547.57
Vietnam,Japan Construction Management Joint Stock Company,544.68085
Vietnam,Tan Thai Duong Industrial Production Company Ltd.,543.68932
Vietnam,Ha Noi Construction Technology Inspection Consulting And Investment Joint Stock Company,543.68932
Vietnam,Cong Ty Co Phan Dau Tu Va Tu Van Kiem Dinh Cong Nghe Xay Dung Ha Noi,543.68932
Vietnam,Cong Ty Tnhh San Xuat Cong Nghiep Tan Thai Duong,543.68932
Vietnam,Cong Ty Co Phan Quan Ly Xay Dung Nhat Ban,542.16403
Brazil,Leica Mikrosysteme Vertrieb Gmbh -Dsa,541.0
Indonesia,"Yiwu Yanbang Trading Co., Ltd.",540.81
Vietnam,Tho Lap Viet Nam Co. Ltd.,539.78408
Vietnam,Cong Ty Tnhh Tho Lap Viet Nam,539.78408
Vietnam,Pingxiang Chengjie Imp Exp Trade Co Ltd,535.01
Vietnam,Zhejiang Muyuan Import Export Co Ltd,534.0
Vietnam,Minh Chau Technology Trading Co. Ltd.,533.98057
Vietnam,Cong Ty Tnhh Thuong Mai Ky Thuat Minh Chau Viet Nam,533.98057
Vietnam,Sunpack Co Ltd,530.0
Vietnam,High Tech Group Llc,527.83695
Vietnam,Shanghai Lanyue Advanced Material Technologies Co Ltd,527.78
Vietnam,New Sun Industrial Co Ltd,527.0
Vietnam,"Han Ming Machinery Equipment Co., Ltd.",526.02326
Vietnam,Cong Ty Tnhh May Moc Thiet Bi Han Ming,526.02326
Vietnam,Ningbo Tongzhou International Trade Co Ltd,520.0
Philippines,Shenzhen D Port International Logistics Co Ltd,519.3
Indonesia,Wenzhou Starlink Imp&Exp Trading Co Ltd,518.98
Brazil,License License Industrial Italy Spa,518.0
Indonesia,Bitzer Refrigeration Technolog,517.66
Vietnam,Ningbo Ning Shing Industrial Co Ltd,516.22
Brazil,Bombardier Produits Recreatifs Inc,516.0
Uganda,Snb Yedek Parca Otomotiv San Ve Tic Ltd,515.0999999999999
Vietnam,Cong Ty Tnhh Dau Tu Xay Dung Long Thanh,514.39424
Vietnam,Long Thanh Construction Investment Co. Ltd.,514.39424
Brazil,Guizhou Yonghong Heat Trasnfer Cooling Technolog,513.23
Malaysia,Ningbo Zhanjun Import And Export Co,512.83
Vietnam,Khim Gas Trading And Production Joint Stock Company,511.79528
Vietnam,Viet Nam Trading And Technology Development Investment Company Ltd.,511.6777
India,Accuray Incorporated,510.68
Vietnam,Daosheng Import And Export Ningbo Co Ltd,510.0
Vietnam,Gtech Vina Company Ltd.,509.79608
Vietnam,Cong Ty Tnhh Phat Trien Hoa Thinh,508.07546
Vietnam,Hoa Thinh Development Company Limited,508.07546
Vietnam,Shinfox Far East Company Pte. Ltd.,507.9939
Vietnam,Cong Ty Co Phan Thuong Mai Nam Phat Hung Yen,507.9365
Vietnam,Trung Nguyen Company Limited,507.61421
Vietnam,Guangzhou Rhing Trading Co Ltd,505.0
Malaysia,Hoang Dieu Trading And Service Co. Ltd.,505.0
Vietnam,Shanghai Sezer Marine Service Co Ltd,504.5
Indonesia,Mahindra & Mahindra Pt,503.54999999999995
Vietnam,"Ningbo Yiyou Optoelectronics Technology Co., Ltd.",503.2
Vietnam,Nguyen Thi Ngoc Xuyen,502.9126
Vietnam,Cua Hang Kim Thinh,500.9671
Vietnam,Dacheng Trading Co Ltd,500.0
Vietnam,Seoul Semiconductor Vina Co Ltd,500.0
Vietnam,"Xingtai Yashida Machinery Manufacturing Co., Ltd.",500.0
Vietnam,Xiamen Sanchang Sanitaryware Technology Co Ltd,500.0
Vietnam,Qua Tech Ltd.,500.0
Vietnam,Beijing Uec Corporation,500.0
Vietnam,Hangzhou Xingcan Trading Co Ltd,500.0
Brazil,Iveco Argentina Sa,499.65
Vietnam,Hrc Industry Ltd,498.54
Vietnam,Hong Xiang International Co Ltd,495.0
Indonesia,Taizhou Yi Tong Import & Export Co. Ltd,493.66
Indonesia,"Wuxi Brilliant Import And Export Co., Ltd.",493.04
Vietnam,Cong Ty Tnhh Tb Cn Va Dich Vu Viet A,492.51379
Vietnam,Festo Company Llc Trought Sia Lartrans,491.7496
Vietnam,Disa Changzhou Machinery Co,491.11723
Vietnam,Cong Ty Tnhh Festo,490.80102
Brazil,Komatsu Forest Ab,488.78
Malaysia,Keysight Technologies M Sdn Bhd,488.09000000000003
Vietnam,Lam Anh Viet Nam Trading And Construction Joint Stock Company,486.99029
Vietnam,Summit Enterprise Co Limited,484.15087
Vietnam,"Auspicious City San Jian Trading Co., Ltd.",484.0
Vietnam,Guangzhou Guozhen Imp Exp Trading Co Ltd,482.0
Brazil,Sany International Development Limited,481.64
Vietnam,Smart Top Group Co. Ltd,481.56
Vietnam,Midea America Corp,478.79
Indonesia,Graco Inc,477.36
Vietnam,New Channel Co Ltd,476.69
Vietnam,Boqun Textile Technology Company Limited,476.0
Vietnam,Haas Automation Inc,475.96
India,Shandong Magick Intelligent Technology Co Ltd,474.82
Philippines,Histotech Engineering Sdn Bhd,472.8
Vietnam,"Yiwu Yijia Trading Co., Ltd.",470.93
Philippines,Signal Technology Ltd,469.9
Vietnam,Zibo Tuozhan Trading Co Ltd,466.0
Vietnam,Tumedei S.P.A.,465.0
Vietnam,Cong Ty Tnhh Ky Thuat Va Thiet Bi Cong Nghiep Duc Phat,464.21663
Vietnam,Duc Phat Industrial Equipment And Technology Ltd. Co.,464.21663
Vietnam,Dongguan Chuangqun Precision Machinery Co Ltd,464.178
Vietnam,Cong Ty Tnhh Ky Thuat Dich Vu Kaizen Viet Nam Chi Nhanh Hcm,462.97872
Vietnam,Rongshun Viet Nam Mechatronics Machinery Services Company Limited,462.07162
Brazil,Hidraer Componentes Hidraulicos S L,462.0
Vietnam,Vsun China Co. Ltd.,460.2
Vietnam,Ningbo Melan Foreign Trade Service Co Ltd,460.11
Vietnam,Jinan Chubo Machinery Equipment Co Ltd,460.0
Vietnam,Suzhou Dayer Mechatronic Hi Tech,456.72
Vietnam,Cty Cp Dv Ky Thuat Bao An,456.42967
Vietnam,Systech Technology And Trading Joint Stock Company,453.9353
Vietnam,Fusheng Industrial Co Ltd,453.87
Vietnam,Zhejiang Sowingroup Co. Ltd,450.51
Indonesia,Hbqs Materials Co. Ltd.,450.0
Philippines,Seize International Trading Co Ltd,450.0
Vietnam,Kasion International Logistics (Hk) Ltd.,450.0
Vietnam,Kang Won Duct Vina Trading And Service Co. Ltd.,449.04334
Vietnam,Cong Ty Tnhh Thuong Mai Va Dich Vu,449.04334
Vietnam,Leader Industraial (China) Ltd.,448.0
Vietnam,Phat Trien Viet Nam Cong Ty Tnhh,444.87427
Vietnam,Lh Viet Nam Development Company Ltd.,444.87427
Philippines,Shaanxi Kaishan Mechanical,443.7
Vietnam,Cong Ty Co Phan Xay Dung T&T Viet Nam Co.,442.81863
Vietnam,T T Viet Nam Construction Joint Stock Company,442.81863
Vietnam,"Yangzhou Jingbaid Automation Technology Co., Ltd.",442.0
Vietnam,"Guangxi Pingxiang City Baosheng Import And Export Co., Ltd.",440.0
Brazil,Bmw Ag Parts,436.05
Vietnam,Vu Long Electrical Hardware Co. Ltd.,433.91159000000005
Malaysia,Wuxi Emerson Imp Exp Co Ltd,431.22
Ghana,Hangzhou Zhongwang Technology Co Ltd,430.228
Vietnam,Create Technology & Science Co. Ltd,427.0
Vietnam,Yang Jiang Gang Rong Co Ltd,426.05276
Vietnam,Cong Ty Tnhh Xay Lap Co,426.0355
Vietnam,European Technology Mechanical Electrical Refrigeration Construction Installation Co. Ltd.,426.0355
Vietnam,Yang Jiang Gang Rong Co. Ltd.,424.76603
Vietnam,Changsha Forland Motor Technology Co,423.83000000000004
Vietnam,Liasi Vietnam Engineering Company Limited,423.44466
Vietnam,Cong Ty Tnhh Ky Thuat Liasi Viet Nam,423.44466
Vietnam,Wholuck Industrial Ltd.,422.24
Vietnam,Wenzhou Minghan International Trade Co Ltd,421.23
Malaysia,Hcr,420.06
Brazil,Piovan S P A,419.97
Vietnam,Cong Ty Tnhh Tri Binh Hung,417.86152
Vietnam,Dongxing City Xing Long Trade Ltd Co,417.53
Vietnam,Hohy Sport Goods Co Ltd,417.05
Vietnam,Martha Floral Co Limited,417.0
Indonesia,Shenzhen Suguixin Trading Co. Ltd.,416.67
Vietnam,Cong Ty Tnhh Jia Bao Viet Nam,416.66666
Vietnam,Cong Ty Tnhh San Xuat Va Thuong Mai Dtl Viet Nam,416.35272
Vietnam,Dtl Viet Nam Manufacturing And Trading Ltd. Co.,416.35272
Vietnam,Temas Engineering Joint Stock Company,415.86445
Vietnam,Ajoho Precision Co Ltd,415.28571
Vietnam,Cong Ty Co Phan Xay Dung Cong Nghiep Va Thuong Mai Thien Nhan,414.68253
Vietnam,Thien Nhan Construction Industry And Trading Joint Stock Co.,414.68253
Vietnam,Xiamen Best Market Trading Co. Ltd.,414.48
Vietnam,Sutek Joint Stock Company,414.42143
Vietnam,Cong Ty Co. Phan Sutek,414.42143
Vietnam,Yongkang Gongweiyong Trading Co Ltd,414.0
Vietnam,Dongguan Grand Advance Trading Ltd,413.0
Philippines,Guangzhou Xuerui Nuonuo,411.6
Indonesia,Lectra,411.23
Indonesia,Hangzhou Lianyi Import And Export Co. Ltd,410.86
Philippines,Ansgear Com,410.5
Indonesia,Yiwu Minlong Import Export Co Ltd,410.16
Vietnam,Future Charger Technology Co Ltd,407.59
Vietnam,Antex International Trading Co. Ltd.,406.0
India,Lighthouse International Software Hardware Solutions Industry And Trade Limited Company,400.75
Vietnam,"Dongguan Zhongyu Trading Co., Ltd.",400.0
Vietnam,Beacon Industries International Ltd,400.0
Vietnam,Dongguan Jingneng Machinery Technology Co Ltd,400.0
Vietnam,Qixin Hk Trading Co Ltd,400.0
Vietnam,Jhd Vina Company Ltd.,399.84006
