dest_country,shipper,value_usd
Vietnam,Jinan Sero Import And Export Co. Ltd,104.0
Vietnam,"Fuding Precision Component (Shenzhen) Co., Ltd.",103.44
Vietnam,Cong Ty Tnhh Nang Luong Mat Troi Dehui Viet Nam,102.41704
Ghana,Yeehunt Hk Internation Ltd,101.43
Vietnam,Ctk Corporation,100.02248
Vietnam,Hong Kong King - Rongda Technology Co. Ltd.,100.0
United States,Industrial Workshops Sa,100.0
Vietnam,Surcheer Industrial Co Ltd,100.0
Vietnam,Dongguan Lintai Cnc Machinery Co Ltd,100.0
Vietnam,Tkg Taekwang Jinheoung Vina Company Limited,100.0
Vietnam,Tkg Taekwang Jinheoun Young Vina Co. Ltd.,100.0
Vietnam,Runchi Trade Hk Co Ltd,100.0
Vietnam,Hong Thai Automation Electromechanical Co. Ltd.,99.1316
Vietnam,Cong Ty Tnhh Co Dien Tu Dong Hoa Hong Thai,99.1316
India,Satish Sundar,98.0
Vietnam,Danang Industrial Gas Co.,96.71179
Vietnam,Kbs International Import Export And Trading Company Limited,96.26492
Vietnam,Tetra Pak Technical Service Ab,95.43
Vietnam,Tetra Pak Ca,94.94981
United States,Akwel Juarez Mexico Sa De Cv,92.24
Vietnam,Ruida Trading And Manufacturing Co. Ltd.,88.97485
Vietnam,Cong Ty Tnhh Sieu Thi Cong Nghiep Zhenkunhang (Viet Nam),88.97485
Ghana,Ocm Marine Group Ltd,81.827
Malaysia,Moka Co Ltd,80.41
Vietnam,Dongguan Yuyi Trading Ltd,80.0
Vietnam,Yiww Zijia Electronic Comerce Co,80.0
Nigeria,Wenzhou Bluesky Energy Technology Co Ltd,79.531
Vietnam,Cong Ty Tnhh Thiet Bi Cong Nghiep Va Dich Vu Han So Nha,73.50096
Vietnam,Cong Ty Co. Phan Cong Nghe Hop Long,72.34739
United States,B.L. Harbert International L.L.C.,71.94999999999999
Vietnam,Srp Sadid Otomotiv Anonim Sirketi,71.29
Vietnam,Pingxiang Chengjie Imp And Exp Trade Co Ltd,70.3
Vietnam,Universecup International Limited,68.2827
Vietnam,Tetra Pak Trading Shanghai Ltd,67.44
Philippines,Dongguan Hongyi Trading Co Ltd,64.0
Vietnam,Cih Vina Industry Trading Company Limited,61.60954
Vietnam,Cong Ty Tnhh Tm Cong Nghiep Cih Vina,61.60954
Vietnam,Qingdao Taichen Trading Co Ltd,60.0
Vietnam,Dong Guan Do Hearts Technology Co Ltd,60.0
Vietnam,Tokushu Hashigo Seisakusho Vietnam Company Ltd,59.5498
Vietnam,Ky Thuat Huynh Cuong Co Cty Tnhh,58.57086
Vietnam,Cong Ty Tnhh Khoa Hoc Ki Thuat Co Dien Du Thac Mien Bac Viet Nam,57.78992
Vietnam,Du Thac Northern Vietnam Electrical Mechanical Engineering Science Company Ltd.,57.78992
Vietnam,Zhejiang Jingjie Import And Export Co Ltd,57.32
Vietnam,Cong Ty Thuong Mai Va Dich Vu Ky Thuat Vinh Chinh,55.3052
Qatar,Wintech Jewels Equipment Pvt Ltd,54.55
Vietnam,Guangzhou Wanhui Tarding Co Ltd,52.0
Ghana,University Of Bonn Medical Center,51.69
Vietnam,Guangxi Liugong Machinery Co. Ltd.,50.98
Vietnam,Coretech Ltd,50.0
Uganda,Neshat Trade Limited,50.0
Malaysia,Zhaoqing Leoch Battery Technology Co Ltd,48.52
Vietnam,Cong Ty Tnhh Thuong Mai Va Dich Vu Cong Nghiep,48.35589
Vietnam,Pk Trading Construction Company Limited,47.28132
Vietnam,Cong Ty Tnhh Thuong Mai & Xay Dung Pk,47.28132
Uganda,Freight Systems Africa Uganda,45.0
Vietnam,Cong Ty Tnhh Jinsung Electronics Vina,39.65264
Vietnam,Luka Logistics Sorting Hub,38.816
Ghana,Chongyuan Xiamen Fine Chemical Co Ltd,37.303
Vietnam,Xingtai Naknor Technology Co Ltd,35.0
Philippines,Manitowoc Crane Care,32.8
Vietnam,Gd Midea Living Appliances Trading Co. Ltd.,31.0
Nigeria,Jiangshan Jiangming Import And Expo,29.956
Philippines,Yiwu Harpy Import And Export Co Limited,25.2
Vietnam,Dasan Co. Ltd,21.55
Vietnam,Imarket Vietnam Co Ltd,20.29126
Vietnam,Cong Ty Tnhh Imarket Vietnam,20.29126
United States,Consorcio Industrial Mexicano De Autopartes S De R L De C V,19.4
Philippines,Tetra Pak Technical Service Me,18.7
Vietnam,Cong Ty Tnhh Picotrack Viet Nam,15.0
Vietnam,Thinh Nguyen Viet Nam Technology Co. Ltd.,12.39504
Vietnam,Cong Ty Tnhh Cong Nghe Thinh Nguyen Viet Nam,12.39504
Ghana,Kangjia Guangzhou Washing Products Co Ltd,10.184
Vietnam,Cty Tnhh Hop Thinh,7.96116
Philippines,Xiamen Racewell Import Export Co,6.4
Vietnam,Cn Cong Ty Cp Thuong Mai Va Dich Vu Ngoc Ha Tai Hung Yen,5.94786
Vietnam,Hoang Phan Commercial Joint Stock Company,5.3592
Vietnam,Cong Ty Co Phan Thuong Mai Hoang Phan,5.3592
Vietnam,Chaewon Corporation,4.0
Vietnam,Ngoc Ha Trading And Service Joint Stock Company In Hai Duong,1.7447
United States,3M Mexico S.A. De C.V.,1.01
United States,Productos Rivial S A De C V,1.0
Uganda,Project Cure,0.44
Vietnam,Quzhou Dakai Machinery Equipment Co Ltd,0.02
United States,Vrv Asia Pacific Pvt Ltd,0.0
India,Lotte Chemical Titan M Sdn Bhd,0.0
United States,Zhangjiagang Cimc Sanctum,0.0
United States,Msc Shipmanagement Ltd,0.0
United States,Mottogas Otomotiv San Ve Tic Ltd Sti,0.0
United States,Manitowoc Crane Group Netherlands Bv,0.0
United States,Mcwane India Pvt. Ltd.,0.0
United States,Kbk Chem Engineering Pvt Ltd,0.0
United States,Pt Chandra Asri Pacific Tbk,0.0
United States,Tgl Usa Inc,0.0
United States,Svifflug S De Rl De Cv,0.0
United States,Shanghai All-Link Logistics Ltd.,0.0
United States,Shandong Towngas Group Co Ltd,0.0
United States,Setoa Italia S P A,0.0
United States,Refrigerati Srl,0.0
United States,Puma Industrial Co Ltd,0.0
United States,Emo Trans China Ltd Shenzhen,0.0
United States,Pt Bdp Indonesia,0.0
United States,Eversail Logistics Inc,0.0
United States,Eversail Logistics Incorporation,0.0
United States,Jhj International Transportation Co Ltd,0.0
United States,Jiaofeng Auto Parts Co Ltd,0.0
United States,Jintong Transportation Inc,0.0
United States,Dynasol Elastomeros S A De C V,0.0
United States,K Apex Logistics Hk Co Ltd,0.0
United States,Jm Logistic Services S A De C V,0.0
United States,Svifflug S De R L De C V,0.0
United States,Aircom Zhejiang General Equipment,0.0
United States,A S T R A Refrigeranti Srl,0.0
United States,Unique Logistics International,0.0
United States,The Chemours Company Ind E Com De Produtos Quimicos Ltda,0.0
United States,Tugra Makina Takim Tezgahlari Maden,0.0
United States,The Chemours Company Industria E Co,0.0
United States,Dekspell Lojistik Ve Dis Ticaret Ltd,0.0
United States,Dekspell Lojistik Ve Dis Tic,0.0
United States,Cryospain Sl,0.0
United States,Cryospain,0.0
United States,Cryolor Asia Pacific Pvt Ltd,0.0
United States,Hobiex Otomotiv As,0.0
United States,Hobi Otomotiv Yan Sanayi Ve Ticaret,0.0
United States,Hobi Otomotiv Yan Sanayi Ve Tic Lt,0.0
United States,Hailiang Metal Trading Li,0.0
United States,U.Del Corona Scardigli Srl,0.0
United States,U. Del Corona E Scardigli,0.0
United States,U. Del Corona & Scardigli,0.0
United States,U Del Corona Scardigli Srl,0.0
United States,United Aviation Services Nv,0.0
United States,Dsv Air Sea Brasil Ltda.,0.0
United States,Dsv Air & Sea Inc.,0.0
United States,Blue Wing Airline Nv,0.0
United States,Bdp Ugl Global Logistics (India) Pvt. Ltd.,0.0
United States,Astra Refrigeranti Srl,0.0
United States,Inox India Ltd,0.0
United States,Industrias Gutierrez Sa,0.0
United States,Infoedge Technology Co Ltd,0.0
United States,Dextrans Worldwide Philippines Inc,0.0
United States,Industrias Gutierrez S A De C V,0.0
United States,Dekspell Lojistik Ve Dis Ticaret Ltd Sti,0.0
United States,Gfl Environmental Services Inc,0.0
United States,Cimc Sanctum Cryogenic,0.0
United States,"C H Robinson Freight Services, China) Ltd.",0.0
United States,Gum Air Suriname Airlines,0.0
Vietnam,Inner Mongolia Yonghe Fluorochemical Co Ltd,0.0
United States,Jg Summit Olefins Corporation,0.0
Ghana,Betsima Muhendisklik Sanayi Ve Ticaret Ltd Sti,0.0
